id,Source,Destination,Route,Distance_in_km
5803,Delhi,Cochin,DEL;COK,"2,048.91"
5804,Banglore,New Delhi,BLR;DEL,"1,710.05"
5805,Banglore,Delhi,BLR;DEL,"1,710.05"
5806,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5807,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5808,Mumbai,Hyderabad,BOM;HYD,619.84
5809,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5810,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5811,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5812,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5813,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5814,Banglore,Delhi,BLR;DEL,"1,710.05"
5815,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5816,Banglore,Delhi,BLR;DEL,"1,710.05"
5817,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
5818,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
5819,Banglore,New Delhi,BLR;DEL,"1,710.05"
5820,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5821,Kolkata,Banglore,CCU;DEL;COK;BLR,"3,728.85"
5822,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5823,Mumbai,Hyderabad,BOM;HYD,619.84
5824,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5825,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5826,Kolkata,Banglore,CCU;DEL;AMD;BLR,"3,291.09"
5827,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5828,Mumbai,Hyderabad,BOM;HYD,619.84
5829,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
5830,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5831,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
5832,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5833,Chennai,Kolkata,MAA;CCU,"1,385.71"
5834,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5835,Kolkata,Banglore,CCU;BLR,"1,546.84"
5836,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5837,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5838,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5839,Delhi,Cochin,DEL;GWL;IDR;BOM;COK,"2,312.70"
5840,Kolkata,Banglore,CCU;BOM;COK;BLR,"3,096.57"
5841,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5842,Banglore,New Delhi,BLR;HYD;VGA;DEL,"2,129.57"
5843,Banglore,Delhi,BLR;DEL,"1,710.05"
5844,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
5845,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
5846,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5847,Kolkata,Banglore,CCU;BLR,"1,546.84"
5848,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5849,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
5850,Mumbai,Hyderabad,BOM;DEL;HYD,"2,389.32"
5851,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5852,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
5853,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5854,Delhi,Cochin,DEL;COK,"2,048.91"
5855,Kolkata,Banglore,CCU;BOM;COK;BLR,"3,096.57"
5856,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
5857,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5858,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5859,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5860,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5861,Chennai,Kolkata,MAA;CCU,"1,385.71"
5862,Banglore,New Delhi,BLR;DEL,"1,710.05"
5863,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5864,Delhi,Cochin,DEL;LKO;BOM;COK,"2,670.87"
5865,Banglore,New Delhi,BLR;DEL,"1,710.05"
5866,Banglore,Delhi,BLR;DEL,"1,710.05"
5867,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5868,Banglore,New Delhi,BLR;CCU;GAU;DEL,"3,500.67"
5869,Mumbai,Hyderabad,BOM;HYD,619.84
5870,Banglore,Delhi,BLR;DEL,"1,710.05"
5871,Banglore,New Delhi,BLR;DEL,"1,710.05"
5872,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
5873,Kolkata,Banglore,CCU;IXR;DEL;BLR,"3,045.91"
5874,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5875,Banglore,Delhi,BLR;DEL,"1,710.05"
5876,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
5877,Delhi,Cochin,DEL;BDQ;BOM;COK,"2,221.31"
5878,Delhi,Cochin,DEL;AMD;COK,"2,248.45"
5879,Kolkata,Banglore,CCU;BOM;GOI;BLR,"2,573.23"
5880,Banglore,New Delhi,BLR;AMD;DEL,"1,978.41"
5881,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5882,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5883,Banglore,Delhi,BLR;DEL,"1,710.05"
5884,Kolkata,Banglore,CCU;BLR,"1,546.84"
5885,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5886,Kolkata,Banglore,CCU;IXR;DEL;BLR,"3,045.91"
5887,Mumbai,Hyderabad,BOM;HYD,619.84
5888,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5889,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
5890,Kolkata,Banglore,CCU;BLR,"1,546.84"
5891,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
5892,Banglore,Delhi,BLR;DEL,"1,710.05"
5893,Banglore,Delhi,BLR;DEL,"1,710.05"
5894,Banglore,Delhi,BLR;DEL,"1,710.05"
5895,Kolkata,Banglore,CCU;BLR,"1,546.84"
5896,Mumbai,Hyderabad,BOM;HYD,619.84
5897,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5898,Banglore,Delhi,BLR;DEL,"1,710.05"
5899,Chennai,Kolkata,MAA;CCU,"1,385.71"
5900,Banglore,Delhi,BLR;DEL,"1,710.05"
5901,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5902,Banglore,Delhi,BLR;DEL,"1,710.05"
5903,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5904,Chennai,Kolkata,MAA;CCU,"1,385.71"
5905,Kolkata,Banglore,CCU;BLR,"1,546.84"
5906,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5907,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
5908,Banglore,Delhi,BLR;DEL,"1,710.05"
5909,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5910,Banglore,Delhi,BLR;DEL,"1,710.05"
5911,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
5912,Banglore,Delhi,BLR;DEL,"1,710.05"
5913,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5914,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
5915,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5916,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5917,Banglore,Delhi,BLR;DEL,"1,710.05"
5918,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5919,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5920,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5921,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
5922,Banglore,Delhi,BLR;DEL,"1,710.05"
5923,Banglore,Delhi,BLR;DEL,"1,710.05"
5924,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5925,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
5926,Mumbai,Hyderabad,BOM;HYD,619.84
5927,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
5928,Kolkata,Banglore,CCU;BLR,"1,546.84"
5929,Kolkata,Banglore,CCU;BOM;GOI;BLR,"2,573.23"
5930,Banglore,Delhi,BLR;DEL,"1,710.05"
5931,Kolkata,Banglore,CCU;BLR,"1,546.84"
5932,Banglore,Delhi,BLR;DEL,"1,710.05"
5933,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
5934,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
5935,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
5936,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5937,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
5938,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5939,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5940,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5941,Mumbai,Hyderabad,BOM;HYD,619.84
5942,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
5943,Mumbai,Hyderabad,BOM;GOI;PNQ;HYD,"1,278.83"
5944,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5945,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5946,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5947,Mumbai,Hyderabad,BOM;HYD,619.84
5948,Banglore,New Delhi,BLR;HBX;BOM;AMD;DEL,"2,048.34"
5949,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5950,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5951,Banglore,New Delhi,BLR;DEL,"1,710.05"
5952,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5953,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
5954,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
5955,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5956,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
5957,Kolkata,Banglore,CCU;BLR,"1,546.84"
5958,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5959,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
5960,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5961,Delhi,Cochin,DEL;COK,"2,048.91"
5962,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
5963,Banglore,Delhi,BLR;DEL,"1,710.05"
5964,Chennai,Kolkata,MAA;CCU,"1,385.71"
5965,Banglore,New Delhi,BLR;DEL,"1,710.05"
5966,Kolkata,Banglore,CCU;BLR,"1,546.84"
5967,Banglore,Delhi,BLR;DEL,"1,710.05"
5968,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
5969,Mumbai,Hyderabad,BOM;IDR;DEL;HYD,"2,419.90"
5970,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5971,Kolkata,Banglore,CCU;BLR,"1,546.84"
5972,Kolkata,Banglore,CCU;BLR,"1,546.84"
5973,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5974,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
5975,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
5976,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
5977,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
5978,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5979,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5980,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
5981,Delhi,Cochin,DEL;JDH;BOM;COK,"2,336.26"
5982,Banglore,Delhi,BLR;DEL,"1,710.05"
5983,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
5984,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5985,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5986,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
5987,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5988,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5989,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
5990,Chennai,Kolkata,MAA;CCU,"1,385.71"
5991,Mumbai,Hyderabad,BOM;HYD,619.84
5992,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
5993,Mumbai,Hyderabad,BOM;HYD,619.84
5994,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
5995,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
5996,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5997,Kolkata,Banglore,CCU;GAU;IMF;DEL;BLR,"4,204.42"
5998,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
5999,Banglore,New Delhi,BLR;MAA;DEL,"2,028.62"
6000,Delhi,Cochin,DEL;COK,"2,048.91"
6001,Kolkata,Banglore,CCU;BLR,"1,546.84"
6002,Delhi,Cochin,DEL;JDH;BOM;COK,"2,336.26"
6003,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
6004,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
6005,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6006,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6007,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6008,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6009,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6010,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6011,Banglore,New Delhi,BLR;DEL,"1,710.05"
6012,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6013,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6014,Kolkata,Banglore,CCU;BLR,"1,546.84"
6015,Banglore,New Delhi,BLR;DEL,"1,710.05"
6016,Banglore,Delhi,BLR;DEL,"1,710.05"
6017,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6018,Kolkata,Banglore,CCU;BLR,"1,546.84"
6019,Kolkata,Banglore,CCU;BLR,"1,546.84"
6020,Kolkata,Banglore,CCU;KNU;BLR,"2,417.67"
6021,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6022,Banglore,Delhi,BLR;DEL,"1,710.05"
6023,Chennai,Kolkata,MAA;CCU,"1,385.71"
6024,Kolkata,Banglore,CCU;BLR,"1,546.84"
6025,Banglore,New Delhi,BLR;MAA;DEL,"2,028.62"
6026,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
6027,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6028,Banglore,New Delhi,BLR;DEL,"1,710.05"
6029,Banglore,Delhi,BLR;DEL,"1,710.05"
6030,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
6031,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6032,Kolkata,Banglore,CCU;BLR,"1,546.84"
6033,Chennai,Kolkata,MAA;CCU,"1,385.71"
6034,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
6035,Mumbai,Hyderabad,BOM;HYD,619.84
6036,Kolkata,Banglore,CCU;BOM;COK;BLR,"3,096.57"
6037,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6038,Chennai,Kolkata,MAA;CCU,"1,385.71"
6039,Kolkata,Banglore,CCU;DEL;AMD;BLR,"3,291.09"
6040,Delhi,Cochin,DEL;IXU;BOM;COK,"2,325.77"
6041,Kolkata,Banglore,CCU;GAU;DEL;BLR,"3,663.88"
6042,Chennai,Kolkata,MAA;CCU,"1,385.71"
6043,Kolkata,Banglore,CCU;BLR,"1,546.84"
6044,Banglore,Delhi,BLR;DEL,"1,710.05"
6045,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6046,Chennai,Kolkata,MAA;CCU,"1,385.71"
6047,Kolkata,Banglore,CCU;BLR,"1,546.84"
6048,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
6049,Kolkata,Banglore,CCU;GAU;DEL;BLR,"3,663.88"
6050,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6051,Banglore,Delhi,BLR;DEL,"1,710.05"
6052,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6053,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
6054,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6055,Delhi,Cochin,DEL;COK,"2,048.91"
6056,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
6057,Chennai,Kolkata,MAA;CCU,"1,385.71"
6058,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6059,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
6060,Delhi,Cochin,DEL;MAA;BOM;COK,"3,858.08"
6061,Chennai,Kolkata,MAA;CCU,"1,385.71"
6062,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6063,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6064,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6065,Banglore,Delhi,BLR;DEL,"1,710.05"
6066,Banglore,Delhi,BLR;DEL,"1,710.05"
6067,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6068,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
6069,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6070,Banglore,Delhi,BLR;DEL,"1,710.05"
6071,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6072,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
6073,Banglore,Delhi,BLR;DEL,"1,710.05"
6074,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6075,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
6076,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
6077,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6078,Kolkata,Banglore,CCU;BLR,"1,546.84"
6079,Kolkata,Banglore,CCU;BLR,"1,546.84"
6080,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6081,Kolkata,Banglore,CCU;BLR,"1,546.84"
6082,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6083,Delhi,Cochin,DEL;COK,"2,048.91"
6084,Mumbai,Hyderabad,BOM;BHO;DEL;HYD,"2,496.25"
6085,Banglore,New Delhi,BLR;COK;DEL,"2,416.17"
6086,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
6087,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6088,Banglore,Delhi,BLR;DEL,"1,710.05"
6089,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6090,Delhi,Cochin,DEL;ATQ;BOM;COK,"2,894.29"
6091,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6092,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6093,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
6094,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6095,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6096,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
6097,Mumbai,Hyderabad,BOM;HYD,619.84
6098,Banglore,New Delhi,BLR;HYD;DEL,"1,723.47"
6099,Kolkata,Banglore,CCU;BLR,"1,546.84"
6100,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6101,Banglore,New Delhi,BLR;DEL,"1,710.05"
6102,Banglore,Delhi,BLR;DEL,"1,710.05"
6103,Delhi,Cochin,DEL;BHO;BOM;COK,"2,308.97"
6104,Mumbai,Hyderabad,BOM;HYD,619.84
6105,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6106,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6107,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6108,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6109,Banglore,New Delhi,BLR;VGA;DEL,"1,888.37"
6110,Banglore,Delhi,BLR;DEL,"1,710.05"
6111,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6112,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6113,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
6114,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6115,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
6116,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6117,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6118,Banglore,Delhi,BLR;DEL,"1,710.05"
6119,Kolkata,Banglore,CCU;BLR,"1,546.84"
6120,Delhi,Cochin,DEL;DED;BOM;COK,"2,617.85"
6121,Banglore,Delhi,BLR;DEL,"1,710.05"
6122,Kolkata,Banglore,CCU;BLR,"1,546.84"
6123,Delhi,Cochin,DEL;LKO;COK,"2,329.40"
6124,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6125,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6126,Chennai,Kolkata,MAA;CCU,"1,385.71"
6127,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
6128,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6129,Mumbai,Hyderabad,BOM;DEL;HYD,"2,389.32"
6130,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6131,Kolkata,Banglore,CCU;BLR,"1,546.84"
6132,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6133,Delhi,Cochin,DEL;COK,"2,048.91"
6134,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6135,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6136,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
6137,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6138,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6139,Banglore,Delhi,BLR;DEL,"1,710.05"
6140,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6141,Banglore,New Delhi,BLR;VGA;DEL,"1,888.37"
6142,Banglore,Delhi,BLR;DEL,"1,710.05"
6143,Mumbai,Hyderabad,BOM;HYD,619.84
6144,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
6145,Kolkata,Banglore,CCU;BLR,"1,546.84"
6146,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6147,Delhi,Cochin,DEL;GOI;BOM;COK,"2,992.86"
6148,Mumbai,Hyderabad,BOM;HYD,619.84
6149,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6150,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6151,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6152,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6153,Delhi,Cochin,DEL;COK,"2,048.91"
6154,Banglore,Delhi,BLR;DEL,"1,710.05"
6155,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6156,Banglore,Delhi,BLR;DEL,"1,710.05"
6157,Kolkata,Banglore,CCU;BLR,"1,546.84"
6158,Delhi,Cochin,DEL;BDQ;BOM;COK,"2,221.31"
6159,Banglore,Delhi,BLR;DEL,"1,710.05"
6160,Banglore,Delhi,BLR;DEL,"1,710.05"
6161,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6162,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
6163,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6164,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6165,Delhi,Cochin,DEL;COK,"2,048.91"
6166,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6167,Kolkata,Banglore,CCU;BOM;COK;BLR,"3,096.57"
6168,Mumbai,Hyderabad,BOM;HYD,619.84
6169,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6170,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6171,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
6172,Kolkata,Banglore,CCU;BLR,"1,546.84"
6173,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6174,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6175,Banglore,Delhi,BLR;DEL,"1,710.05"
6176,Banglore,Delhi,BLR;DEL,"1,710.05"
6177,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6178,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6179,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6180,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6181,Kolkata,Banglore,CCU;JAI;BOM;BLR,"3,102.21"
6182,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6183,Banglore,Delhi,BLR;DEL,"1,710.05"
6184,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6185,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6186,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6187,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6188,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
6189,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6190,Kolkata,Banglore,CCU;BLR,"1,546.84"
6191,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
6192,Kolkata,Banglore,CCU;BLR,"1,546.84"
6193,Delhi,Cochin,DEL;BDQ;BOM;COK,"2,221.31"
6194,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
6195,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
6196,Mumbai,Hyderabad,BOM;HYD,619.84
6197,Banglore,New Delhi,BLR;DEL,"1,710.05"
6198,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6199,Banglore,Delhi,BLR;DEL,"1,710.05"
6200,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
6201,Banglore,Delhi,BLR;DEL,"1,710.05"
6202,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6203,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6204,Kolkata,Banglore,CCU;BLR,"1,546.84"
6205,Chennai,Kolkata,MAA;CCU,"1,385.71"
6206,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6207,Delhi,Cochin,DEL;BHO;BOM;COK,"2,308.97"
6208,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6209,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6210,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6211,Banglore,New Delhi,BLR;MAA;DEL,"2,028.62"
6212,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
6213,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6214,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6215,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6216,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
6217,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6218,Kolkata,Banglore,CCU;BLR,"1,546.84"
6219,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6220,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
6221,Kolkata,Banglore,CCU;BLR,"1,546.84"
6222,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6223,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6224,Kolkata,Banglore,CCU;BBI;BLR,"1,547.57"
6225,Banglore,New Delhi,BLR;DEL,"1,710.05"
6226,Mumbai,Hyderabad,BOM;DEL;HYD,"2,389.32"
6227,Banglore,Delhi,BLR;DEL,"1,710.05"
6228,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
6229,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
6230,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6231,Banglore,Delhi,BLR;DEL,"1,710.05"
6232,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
6233,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
