Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
Air India,Kolkata,Banglore,24/03/2019,20:30,23h 55m,1 stop,No info,133.903
IndiGo,Delhi,Cochin,27/05/2019,04:55,16h 5m,1 stop,No info,96.624
IndiGo,Delhi,Cochin,9/05/2019,06:50,5h 20m,1 stop,No info,58.278
Jet Airways,Banglore,New Delhi,09/03/2019,08:55,24h 35m,1 stop,In-flight meal not included,121.957
SpiceJet,Delhi,Cochin,9/06/2019,17:55,4h 55m,1 stop,No info,59.499
GoAir,Delhi,Cochin,1/05/2019,07:25,6h 10m,1 stop,No info,64.262
Jet Airways,Mumbai,Hyderabad,18/03/2019,15:50,1h 30m,non-stop,In-flight meal not included,24.508
SpiceJet,Chennai,Kolkata,6/05/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
IndiGo,Kolkata,Banglore,21/05/2019,21:00,5h 15m,1 stop,No info,79.508
IndiGo,Delhi,Cochin,15/04/2019,05:05,7h 5m,1 stop,No info,69.157
Multiple carriers,Delhi,Cochin,27/06/2019,13:00,12h 30m,1 stop,No info,147.147
IndiGo,Kolkata,Banglore,3/03/2019,17:15,2h 45m,non-stop,No info,76.835
Air India,Delhi,Cochin,3/06/2019,13:00,6h 15m,1 stop,No info,92.092
Air India,Kolkata,Banglore,21/05/2019,09:25,20h,2 stops,No info,161.557
Jet Airways,Delhi,Cochin,9/03/2019,11:00,3h 15m,non-stop,No info,105.204
Vistara,Mumbai,Hyderabad,12/03/2019,08:45,8h,1 stop,No info,132.880
Multiple carriers,Delhi,Cochin,3/06/2019,17:50,7h 40m,2 stops,No info,201.025
IndiGo,Delhi,Cochin,6/06/2019,07:30,13h 30m,1 stop,No info,67.023
Jet Airways,Delhi,Cochin,9/03/2019,05:40,22h 45m,2 stops,No info,163.471
IndiGo,Kolkata,Banglore,18/05/2019,11:30,2h 35m,non-stop,No info,52.844
Jet Airways,Kolkata,Banglore,1/05/2019,20:25,22h 45m,1 stop,In-flight meal not included,102.454
Multiple carriers,Delhi,Cochin,9/05/2019,08:45,10h 15m,1 stop,No info,107.734
Jet Airways,Delhi,Cochin,21/05/2019,05:30,13h 30m,2 stops,In-flight meal not included,143.319
SpiceJet,Kolkata,Banglore,3/06/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
Jet Airways,Banglore,New Delhi,18/03/2019,08:00,5h 15m,1 stop,No info,135.124
Jet Airways,Delhi,Cochin,9/06/2019,21:50,6h 35m,1 stop,No info,161.854
Jet Airways,Kolkata,Banglore,1/04/2019,06:30,16h 5m,1 stop,In-flight meal not included,77.704
Jet Airways,Banglore,Delhi,18/05/2019,07:10,3h,non-stop,In-flight meal not included,57.178
Jet Airways,Kolkata,Banglore,15/05/2019,06:30,9h 50m,1 stop,No info,162.591
Air India,Delhi,Cochin,24/06/2019,20:15,23h,2 stops,No info,147.191
Air India,Delhi,Cochin,1/06/2019,05:10,2h 50m,non-stop,No info,67.034
IndiGo,Delhi,Cochin,1/06/2019,06:50,5h 20m,1 stop,No info,58.278
Multiple carriers,Delhi,Cochin,27/06/2019,10:00,11h,1 stop,No info,81.488
Jet Airways,Kolkata,Banglore,12/05/2019,21:10,14h 50m,1 stop,No info,158.268
Air India,Delhi,Cochin,24/06/2019,19:45,23h 30m,2 stops,No info,103.873
Air India,Delhi,Cochin,3/03/2019,07:05,36h 10m,2 stops,No info,129.382
Air India,Delhi,Cochin,27/06/2019,12:30,20h 55m,1 stop,No info,82.280
IndiGo,Delhi,Cochin,15/03/2019,05:35,3h 15m,non-stop,No info,59.466
Jet Airways,Delhi,Cochin,12/06/2019,11:00,3h 15m,non-stop,No info,105.204
Jet Airways,Delhi,Cochin,9/06/2019,09:40,9h 20m,2 stops,In-flight meal not included,114.048
IndiGo,Delhi,Cochin,9/05/2019,07:15,5h 15m,1 stop,No info,61.996
SpiceJet,Mumbai,Hyderabad,9/05/2019,22:45,1h 30m,non-stop,No check-in baggage included,21.615
Jet Airways,Kolkata,Banglore,12/06/2019,21:10,7h 30m,1 stop,No info,140.129
IndiGo,Kolkata,Banglore,12/03/2019,14:20,2h 35m,non-stop,No info,45.628
IndiGo,Delhi,Cochin,9/05/2019,06:40,14h 20m,1 stop,No info,79.101
Jet Airways,Delhi,Cochin,6/06/2019,07:05,21h 20m,1 stop,In-flight meal not included,112.882
Vistara,Kolkata,Banglore,24/03/2019,09:55,10h 30m,1 stop,No info,135.432
Jet Airways,Delhi,Cochin,3/06/2019,18:15,24h 45m,1 stop,In-flight meal not included,112.882
Jet Airways,Delhi,Cochin,15/06/2019,11:00,3h 15m,non-stop,No info,105.204
Jet Airways,Kolkata,Banglore,24/03/2019,06:30,22h 15m,1 stop,No info,151.349
Vistara,Kolkata,Banglore,6/05/2019,17:00,27h 20m,1 stop,No info,94.710
Jet Airways,Delhi,Cochin,15/06/2019,13:00,6h,1 stop,No info,161.854
IndiGo,Banglore,Delhi,3/06/2019,08:30,2h 50m,non-stop,No info,53.053
Air Asia,Delhi,Cochin,27/05/2019,07:55,7h 50m,1 stop,No info,70.961
Jet Airways,Delhi,Cochin,21/05/2019,14:00,5h,1 stop,No info,176.869
Jet Airways,Delhi,Cochin,1/06/2019,11:00,3h 15m,non-stop,In-flight meal not included,79.222
IndiGo,Banglore,New Delhi,24/03/2019,23:30,2h 50m,non-stop,No info,54.384
SpiceJet,Banglore,Delhi,1/06/2019,05:55,2h 40m,non-stop,No info,39.875
Jet Airways,Kolkata,Banglore,9/05/2019,14:05,21h 55m,1 stop,In-flight meal not included,106.293
Multiple carriers,Delhi,Cochin,15/05/2019,10:20,8h 40m,1 stop,No info,107.734
SpiceJet,Mumbai,Hyderabad,1/05/2019,13:15,1h 30m,non-stop,No info,26.807
Multiple carriers,Delhi,Cochin,15/06/2019,10:00,15h 30m,1 stop,No info,147.147
Jet Airways,Kolkata,Banglore,6/06/2019,20:00,8h 40m,1 stop,In-flight meal not included,94.446
Jet Airways,Banglore,New Delhi,06/03/2019,08:55,6h 20m,1 stop,No info,211.475
Jet Airways,Delhi,Cochin,18/05/2019,22:50,5h 35m,1 stop,No info,171.094
Jet Airways,Kolkata,Banglore,1/05/2019,09:35,12h 30m,1 stop,No info,133.331
IndiGo,Banglore,Delhi,27/05/2019,10:10,2h 50m,non-stop,No info,43.373
Jet Airways,Banglore,New Delhi,18/03/2019,21:25,11h 35m,1 stop,No info,149.105
IndiGo,Banglore,Delhi,21/06/2019,18:15,3h 5m,non-stop,No info,54.890
Air India,Delhi,Cochin,6/03/2019,20:30,26h 30m,1 stop,No info,97.394
Multiple carriers,Delhi,Cochin,27/05/2019,07:10,9h,1 stop,No info,86.658
Vistara,Banglore,New Delhi,03/03/2019,09:50,2h 45m,non-stop,No info,88.308
Jet Airways,Kolkata,Banglore,9/05/2019,18:55,13h 20m,1 stop,In-flight meal not included,94.446
Air India,Kolkata,Banglore,1/05/2019,17:30,20h 15m,2 stops,No info,166.804
Jet Airways,Banglore,New Delhi,18/03/2019,07:00,8h 15m,1 stop,No info,135.124
Jet Airways,Mumbai,Hyderabad,21/06/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
Multiple carriers,Delhi,Cochin,27/05/2019,08:45,10h 30m,1 stop,No info,110.561
Jet Airways,Kolkata,Banglore,21/05/2019,14:05,20h,1 stop,In-flight meal not included,106.293
Air India,Kolkata,Banglore,1/05/2019,07:00,22h 25m,2 stops,No info,158.664
Jet Airways,Delhi,Cochin,15/06/2019,10:00,9h,1 stop,No info,161.854
Air India,Mumbai,Hyderabad,24/05/2019,13:55,1h 30m,non-stop,No info,34.100
IndiGo,Delhi,Cochin,6/06/2019,17:05,5h 20m,1 stop,No info,71.423
Jet Airways,Kolkata,Banglore,6/06/2019,06:30,17h 5m,1 stop,No info,160.281
Jet Airways,Delhi,Cochin,15/06/2019,05:30,13h 30m,2 stops,In-flight meal not included,114.048
Jet Airways,Delhi,Cochin,3/06/2019,15:00,13h 25m,1 stop,No info,161.854
SpiceJet,Chennai,Kolkata,18/05/2019,08:20,2h 15m,non-stop,No check-in baggage included,38.973
Air Asia,Kolkata,Banglore,6/06/2019,07:35,11h 50m,1 stop,No info,74.910
SpiceJet,Kolkata,Banglore,24/03/2019,09:00,2h 30m,non-stop,No check-in baggage included,57.211
Multiple carriers,Delhi,Cochin,24/06/2019,17:30,8h,1 stop,No info,147.147
Multiple carriers Premium economy,Delhi,Cochin,21/03/2019,07:30,11h 20m,1 stop,No info,160.919
IndiGo,Delhi,Cochin,9/04/2019,07:30,13h 30m,1 stop,No info,67.023
Multiple carriers,Delhi,Cochin,12/06/2019,11:35,13h 55m,3 stops,No info,169.609
Air India,Kolkata,Banglore,21/05/2019,16:50,20h 55m,2 stops,No info,148.324
Air India,Delhi,Cochin,18/05/2019,21:00,10h 40m,1 stop,No info,92.092
Air India,Banglore,New Delhi,15/03/2019,08:15,27h 5m,2 stops,No info,93.874
Jet Airways,Banglore,Delhi,15/05/2019,17:45,3h,non-stop,In-flight meal not included,44.330
Jet Airways,Delhi,Cochin,24/06/2019,09:35,18h 50m,2 stops,No info,146.212
Jet Airways,Delhi,Cochin,24/06/2019,05:30,22h 55m,2 stops,No info,143.154
Air India,Delhi,Cochin,9/03/2019,08:00,11h 15m,1 stop,No info,184.294
IndiGo,Kolkata,Banglore,1/03/2019,17:15,2h 40m,non-stop,No info,72.215
Jet Airways,Delhi,Cochin,27/05/2019,22:50,20h 10m,1 stop,No info,176.869
Jet Airways,Delhi,Cochin,9/05/2019,21:25,15h 10m,2 stops,In-flight meal not included,126.577
Vistara,Mumbai,Hyderabad,6/03/2019,07:30,25h 55m,1 stop,No info,136.345
IndiGo,Banglore,New Delhi,01/03/2019,19:35,5h,1 stop,No info,243.683
Jet Airways,Delhi,Cochin,27/06/2019,06:45,29h 50m,2 stops,In-flight meal not included,120.109
Jet Airways,Kolkata,Banglore,24/03/2019,21:10,7h 35m,1 stop,No info,151.349
Air India,Delhi,Cochin,18/04/2019,05:10,2h 50m,non-stop,No info,67.034
Air India,Kolkata,Banglore,21/05/2019,09:25,28h 20m,2 stops,No info,126.962
Jet Airways,Delhi,Cochin,9/06/2019,06:45,21h 40m,2 stops,No info,147.136
Jet Airways,Banglore,New Delhi,01/03/2019,11:40,22h 45m,1 stop,No info,283.085
Jet Airways,Banglore,New Delhi,06/03/2019,22:50,24h 10m,1 stop,No info,192.181
Jet Airways,Kolkata,Banglore,9/06/2019,16:30,7h 5m,1 stop,In-flight meal not included,119.284
Air India,Delhi,Cochin,3/06/2019,19:00,12h 40m,1 stop,No info,92.092
IndiGo,Chennai,Kolkata,15/06/2019,11:35,2h 25m,non-stop,No info,42.438
IndiGo,Banglore,New Delhi,15/03/2019,01:30,2h 45m,non-stop,No info,62.634
Jet Airways,Delhi,Cochin,3/03/2019,18:15,24h 35m,1 stop,No info,189.574
Jet Airways,Delhi,Cochin,9/04/2019,09:25,19h,2 stops,No info,127.006
Vistara,Banglore,New Delhi,03/03/2019,07:00,2h 40m,non-stop,No info,88.308
Jet Airways,Banglore,Delhi,15/06/2019,19:50,3h,non-stop,No info,88.176
Air India,Kolkata,Banglore,24/05/2019,20:30,23h 55m,1 stop,No info,114.543
Air India,Banglore,New Delhi,12/03/2019,11:05,11h 5m,2 stops,No info,131.428
Jet Airways,Mumbai,Hyderabad,1/04/2019,10:20,1h 30m,non-stop,In-flight meal not included,35.255
IndiGo,Banglore,Delhi,18/05/2019,13:00,2h 50m,non-stop,No info,48.653
Vistara,Banglore,New Delhi,24/03/2019,07:00,2h 40m,non-stop,No info,53.658
IndiGo,Delhi,Cochin,15/04/2019,17:05,5h 10m,1 stop,No info,65.032
Air India,Kolkata,Banglore,12/05/2019,05:50,27h 5m,2 stops,No info,125.521
Multiple carriers,Delhi,Cochin,24/06/2019,07:00,14h,1 stop,No info,83.798
Jet Airways,Banglore,Delhi,12/04/2019,15:15,2h 55m,non-stop,No info,79.519
IndiGo,Delhi,Cochin,27/06/2019,15:10,4h 50m,1 stop,No info,67.617
Jet Airways,Delhi,Cochin,15/06/2019,18:25,10h,2 stops,No info,156.607
IndiGo,Delhi,Cochin,21/03/2019,07:45,5h 55m,1 stop,No info,67.111
Air India,Kolkata,Banglore,21/05/2019,16:50,12h 45m,2 stops,No info,135.564
Vistara,Banglore,New Delhi,01/03/2019,06:40,15h 15m,1 stop,No info,202.257
Jet Airways,Delhi,Cochin,3/06/2019,16:00,12h 25m,1 stop,In-flight meal not included,112.882
Jet Airways,Delhi,Cochin,15/06/2019,09:00,10h,1 stop,In-flight meal not included,112.882
Jet Airways,Banglore,Delhi,21/04/2019,07:10,3h,non-stop,No info,79.519
Air Asia,Kolkata,Banglore,27/06/2019,22:50,2h 30m,non-stop,No info,41.877
Multiple carriers,Delhi,Cochin,21/03/2019,15:15,10h 20m,1 stop,No info,84.645
Air India,Kolkata,Banglore,18/05/2019,05:50,27h 5m,2 stops,No info,139.953
SpiceJet,Mumbai,Hyderabad,15/05/2019,13:15,1h 30m,non-stop,No check-in baggage included,23.925
IndiGo,Delhi,Cochin,27/05/2019,09:15,16h 15m,1 stop,No info,72.908
Jet Airways,Delhi,Cochin,12/06/2019,14:35,13h 50m,2 stops,No info,147.136
IndiGo,Kolkata,Banglore,27/03/2019,15:10,2h 35m,non-stop,No info,45.628
Jet Airways,Delhi,Cochin,27/03/2019,05:25,23h,2 stops,In-flight meal not included,101.794
Jet Airways,Banglore,Delhi,24/06/2019,18:55,3h 5m,non-stop,No info,88.176
Jet Airways,Banglore,Delhi,1/05/2019,17:45,3h,non-stop,In-flight meal not included,44.330
Jet Airways,Banglore,Delhi,12/05/2019,17:45,3h,non-stop,In-flight meal not included,57.178
Air Asia,Kolkata,Banglore,15/04/2019,19:55,2h 30m,non-stop,No info,48.499
Air India,Mumbai,Hyderabad,1/03/2019,13:55,1h 30m,non-stop,No info,110.902
Jet Airways,Kolkata,Banglore,18/05/2019,14:05,20h,1 stop,In-flight meal not included,106.293
SpiceJet,Banglore,Delhi,3/04/2019,05:55,2h 40m,non-stop,No info,43.681
IndiGo,Chennai,Kolkata,15/03/2019,07:55,2h 20m,non-stop,No info,69.267
SpiceJet,Banglore,Delhi,9/05/2019,05:55,2h 40m,non-stop,No check-in baggage included,39.303
Jet Airways,Kolkata,Banglore,21/05/2019,14:05,8h 30m,1 stop,In-flight meal not included,119.284
IndiGo,Banglore,Delhi,27/04/2019,06:05,2h 45m,non-stop,No info,48.653
Jet Airways,Banglore,New Delhi,06/03/2019,14:05,7h 15m,1 stop,No info,211.475
IndiGo,Chennai,Kolkata,12/03/2019,22:05,2h 25m,non-stop,No info,69.267
SpiceJet,Kolkata,Banglore,6/03/2019,22:20,2h 20m,non-stop,No info,42.339
Multiple carriers,Delhi,Cochin,6/03/2019,08:00,7h 30m,1 stop,No info,165.858
IndiGo,Kolkata,Banglore,12/05/2019,19:20,4h 25m,1 stop,No info,46.255
Air India,Banglore,Delhi,27/05/2019,13:20,2h 50m,non-stop,No info,57.508
Multiple carriers,Delhi,Cochin,6/06/2019,07:00,14h,1 stop,No info,81.488
Jet Airways,Banglore,Delhi,9/06/2019,11:10,2h 55m,non-stop,In-flight meal not included,79.519
Jet Airways,Delhi,Cochin,15/06/2019,14:35,13h 50m,2 stops,In-flight meal not included,120.109
Jet Airways,Banglore,Delhi,1/05/2019,15:15,2h 55m,non-stop,In-flight meal not included,49.984
Jet Airways,Delhi,Cochin,21/03/2019,08:00,20h 25m,1 stop,In-flight meal not included,71.940
Jet Airways,Delhi,Cochin,21/03/2019,19:10,23h 40m,2 stops,No info,104.313
Jet Airways,Delhi,Cochin,21/05/2019,10:00,9h,1 stop,No info,176.869
Multiple carriers,Delhi,Cochin,1/06/2019,18:15,7h 15m,1 stop,No info,147.147
IndiGo,Banglore,Delhi,3/06/2019,18:55,2h 55m,non-stop,No info,53.053
Jet Airways,Kolkata,Banglore,15/05/2019,17:00,17h 55m,1 stop,No info,155.661
GoAir,Kolkata,Banglore,9/05/2019,23:30,8h 15m,1 stop,No info,67.045
Air India,Delhi,Cochin,27/05/2019,10:00,9h 15m,1 stop,No info,132.319
Air India,Kolkata,Banglore,6/04/2019,19:00,16h 5m,1 stop,No info,48.807
IndiGo,Banglore,Delhi,27/06/2019,01:30,2h 45m,non-stop,No info,37.609
IndiGo,Banglore,Delhi,1/04/2019,10:10,2h 50m,non-stop,No info,43.373
Multiple carriers,Delhi,Cochin,21/03/2019,14:00,11h 35m,1 stop,No info,148.962
Air India,Delhi,Cochin,27/06/2019,17:40,5h 20m,1 stop,No info,78.914
IndiGo,Mumbai,Hyderabad,9/03/2019,09:10,1h 25m,non-stop,No info,81.587
Jet Airways,Delhi,Cochin,9/05/2019,13:25,15h,2 stops,No info,183.744
Air India,Kolkata,Banglore,18/03/2019,20:45,2h 35m,non-stop,No info,48.785
Air India,Kolkata,Banglore,21/05/2019,09:25,20h 10m,2 stops,No info,125.752
Air Asia,Banglore,Delhi,21/06/2019,23:55,2h 50m,non-stop,No info,37.213
IndiGo,Kolkata,Banglore,21/04/2019,04:40,2h 35m,non-stop,No info,52.844
Air Asia,Banglore,Delhi,27/05/2019,04:55,2h 50m,non-stop,No info,37.213
IndiGo,Kolkata,Banglore,24/05/2019,15:10,5h 20m,1 stop,No info,76.901
Air India,Delhi,Cochin,9/05/2019,05:00,38h 15m,2 stops,No info,114.851
IndiGo,Delhi,Cochin,21/03/2019,07:35,4h 25m,1 stop,No info,55.803
Multiple carriers,Delhi,Cochin,21/03/2019,10:20,15h 15m,1 stop,No info,84.645
Air India,Delhi,Cochin,24/05/2019,20:40,12h 45m,1 stop,No info,82.280
Jet Airways,Delhi,Cochin,9/06/2019,11:30,25h 5m,1 stop,In-flight meal not included,112.882
Jet Airways,Banglore,New Delhi,12/03/2019,22:55,12h 30m,1 stop,No info,151.987
Jet Airways,Kolkata,Banglore,21/05/2019,09:35,9h 35m,1 stop,No info,143.737
SpiceJet,Mumbai,Hyderabad,6/06/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
IndiGo,Delhi,Cochin,6/06/2019,06:50,9h 20m,1 stop,No info,73.414
Air India,Mumbai,Hyderabad,12/03/2019,05:05,11h 50m,2 stops,No info,177.892
Multiple carriers,Delhi,Cochin,24/06/2019,12:50,6h 25m,1 stop,In-flight meal not included,79.948
Jet Airways,Banglore,New Delhi,15/03/2019,07:00,5h 15m,1 stop,No info,192.764
Multiple carriers,Delhi,Cochin,21/05/2019,18:00,7h 30m,1 stop,No info,86.768
IndiGo,Mumbai,Hyderabad,6/06/2019,19:05,1h 30m,non-stop,No info,30.294
Air India,Banglore,New Delhi,03/03/2019,12:00,11h 55m,3 stops,No info,116.303
Multiple carriers,Delhi,Cochin,9/06/2019,11:40,7h 20m,1 stop,No info,129.679
Jet Airways,Kolkata,Banglore,6/05/2019,20:25,22h 45m,1 stop,No info,143.737
IndiGo,Banglore,New Delhi,24/03/2019,00:40,2h 45m,non-stop,No info,46.618
Multiple carriers,Delhi,Cochin,21/05/2019,07:30,11h 30m,1 stop,No info,107.734
Air India,Delhi,Cochin,21/03/2019,07:05,26h 20m,2 stops,No info,83.765
Jet Airways,Delhi,Cochin,21/03/2019,10:20,42h 5m,2 stops,No info,128.304
Jet Airways,Kolkata,Banglore,1/04/2019,06:30,13h 20m,1 stop,In-flight meal not included,77.704
IndiGo,Kolkata,Banglore,15/04/2019,19:20,4h 25m,1 stop,No info,41.899
SpiceJet,Kolkata,Banglore,18/06/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
Multiple carriers,Delhi,Cochin,27/05/2019,11:40,13h 50m,1 stop,No info,74.745
IndiGo,Kolkata,Banglore,24/04/2019,15:15,4h 50m,1 stop,No info,50.215
IndiGo,Delhi,Cochin,9/03/2019,18:35,7h,1 stop,No info,135.861
IndiGo,Delhi,Cochin,18/03/2019,21:05,3h 15m,non-stop,No info,55.231
Air India,Delhi,Cochin,21/05/2019,13:05,20h 20m,2 stops,No info,115.137
Air India,Banglore,Delhi,15/04/2019,17:00,2h 45m,non-stop,No info,67.331
SpiceJet,Chennai,Kolkata,15/03/2019,17:45,2h 20m,non-stop,No info,69.300
Air Asia,Banglore,New Delhi,01/03/2019,05:50,2h 50m,non-stop,No info,117.865
Air India,Kolkata,Banglore,24/05/2019,14:15,2h 30m,non-stop,No info,60.610
Jet Airways,Banglore,Delhi,3/05/2019,18:55,3h 5m,non-stop,In-flight meal not included,67.584
Jet Airways,Delhi,Cochin,6/03/2019,19:10,24h 35m,2 stops,No info,212.619
Air India,Mumbai,Hyderabad,6/03/2019,12:45,30h 40m,2 stops,No info,145.783
Jet Airways,Kolkata,Banglore,12/05/2019,06:30,13h 20m,1 stop,No info,153.351
IndiGo,Kolkata,Banglore,1/04/2019,20:20,2h 35m,non-stop,No info,49.368
SpiceJet,Kolkata,Banglore,3/06/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
Multiple carriers,Delhi,Cochin,15/05/2019,11:25,7h 50m,1 stop,No info,83.325
Air India,Delhi,Cochin,27/05/2019,16:40,26h 35m,2 stops,No info,109.648
Jet Airways,Delhi,Cochin,9/05/2019,13:25,29h 35m,2 stops,No info,166.419
IndiGo,Kolkata,Banglore,6/05/2019,07:10,5h 30m,1 stop,No info,53.504
Air India,Delhi,Cochin,3/06/2019,17:20,16h 5m,1 stop,No info,82.280
Multiple carriers,Delhi,Cochin,6/03/2019,07:00,11h 50m,1 stop,No info,174.537
Jet Airways,Kolkata,Banglore,21/05/2019,09:35,12h 30m,1 stop,No info,143.737
Air India,Kolkata,Banglore,9/05/2019,16:50,15h 5m,1 stop,No info,92.026
Air India,Delhi,Cochin,3/03/2019,12:55,30h 20m,2 stops,No info,237.281
Air Asia,Banglore,Delhi,12/05/2019,04:55,2h 50m,non-stop,No info,47.102
Air India,Delhi,Cochin,9/05/2019,16:55,26h 20m,2 stops,No info,149.501
Vistara,Kolkata,Banglore,1/04/2019,20:20,27h 5m,1 stop,No info,87.197
Jet Airways,Delhi,Cochin,3/06/2019,15:00,28h,1 stop,No info,161.854
Jet Airways,Banglore,New Delhi,12/03/2019,18:55,21h 15m,1 stop,In-flight meal not included,121.957
Air India,Delhi,Cochin,1/03/2019,04:00,27h 40m,1 stop,No info,311.542
Jet Airways,Kolkata,Banglore,1/05/2019,17:00,26h 10m,1 stop,In-flight meal not included,102.454
IndiGo,Delhi,Cochin,9/06/2019,15:10,4h 50m,1 stop,No info,77.660
IndiGo,Chennai,Kolkata,1/03/2019,11:35,2h 25m,non-stop,No info,86.900
Jet Airways,Mumbai,Hyderabad,24/06/2019,02:55,1h 25m,non-stop,No info,62.458
IndiGo,Kolkata,Banglore,24/04/2019,19:35,4h 35m,1 stop,No info,53.460
SpiceJet,Mumbai,Hyderabad,1/05/2019,05:45,1h 30m,non-stop,No info,22.187
IndiGo,Kolkata,Banglore,12/06/2019,08:10,4h 50m,1 stop,No info,55.759
Vistara,Kolkata,Banglore,9/06/2019,07:10,27h 35m,1 stop,No info,103.367
IndiGo,Delhi,Cochin,6/04/2019,10:35,5h,1 stop,No info,55.803
Air India,Kolkata,Banglore,24/03/2019,05:55,17h 20m,3 stops,No info,166.595
Multiple carriers,Delhi,Cochin,24/06/2019,09:15,10h,1 stop,No info,89.089
Air India,Banglore,New Delhi,06/03/2019,11:50,8h,1 stop,No info,160.534
IndiGo,Delhi,Cochin,27/03/2019,14:30,3h 5m,non-stop,No info,52.019
IndiGo,Kolkata,Banglore,21/05/2019,22:15,2h 35m,non-stop,No info,52.844
Jet Airways,Delhi,Cochin,27/05/2019,11:40,7h 20m,2 stops,In-flight meal not included,216.084
Air India,Delhi,Cochin,27/03/2019,19:45,23h 30m,2 stops,No info,95.216
Jet Airways,Delhi,Cochin,9/06/2019,09:40,26h 55m,2 stops,No info,143.154
IndiGo,Delhi,Cochin,27/03/2019,06:40,9h 30m,1 stop,No info,70.862
Jet Airways,Delhi,Cochin,9/05/2019,13:00,23h 35m,1 stop,In-flight meal not included,136.103
Jet Airways,Kolkata,Banglore,6/06/2019,09:35,28h 50m,1 stop,In-flight meal not included,115.929
Jet Airways,Kolkata,Banglore,21/05/2019,20:00,13h 20m,1 stop,In-flight meal not included,119.284
Vistara,Kolkata,Banglore,6/06/2019,17:00,16h 5m,1 stop,No info,92.972
IndiGo,Delhi,Cochin,18/05/2019,08:35,13h 55m,1 stop,No info,78.584
SpiceJet,Banglore,New Delhi,09/03/2019,20:30,2h 50m,non-stop,No info,56.386
Multiple carriers,Delhi,Cochin,12/06/2019,19:00,6h 30m,1 stop,No info,74.745
Jet Airways,Kolkata,Banglore,12/05/2019,21:10,12h 55m,1 stop,In-flight meal not included,94.446
SpiceJet,Kolkata,Banglore,18/05/2019,09:00,2h 25m,non-stop,No check-in baggage included,48.829
SpiceJet,Banglore,New Delhi,15/03/2019,09:35,2h 55m,non-stop,No check-in baggage included,68.255
IndiGo,Banglore,Delhi,6/05/2019,00:30,2h 55m,non-stop,No info,47.124
Jet Airways,Kolkata,Banglore,6/06/2019,16:30,7h 5m,1 stop,No info,160.281
Air Asia,Kolkata,Banglore,6/04/2019,19:55,2h 30m,non-stop,No info,41.877
SpiceJet,Kolkata,Banglore,6/03/2019,06:55,2h 40m,non-stop,No info,42.350
SpiceJet,Kolkata,Banglore,18/05/2019,11:35,7h 15m,1 stop,No info,93.269
Multiple carriers,Delhi,Cochin,18/05/2019,09:00,12h,1 stop,No info,88.803
IndiGo,Banglore,Delhi,1/06/2019,13:00,2h 50m,non-stop,No info,43.373
IndiGo,Chennai,Kolkata,9/05/2019,11:35,2h 25m,non-stop,No info,47.652
SpiceJet,Kolkata,Banglore,27/04/2019,17:10,2h 30m,non-stop,No info,45.914
Air India,Banglore,New Delhi,01/03/2019,11:50,21h 5m,1 stop,1 Long layover,160.534
Jet Airways,Delhi,Cochin,3/06/2019,05:30,13h 30m,2 stops,In-flight meal not included,126.577
Multiple carriers,Delhi,Cochin,15/06/2019,07:10,15h 20m,1 stop,In-flight meal not included,67.023
IndiGo,Banglore,New Delhi,24/03/2019,18:25,2h 55m,non-stop,No info,88.363
